/Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/center_2019_04_13_11_08_52_279.jpg, /Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/left_2019_04_13_11_08_52_279.jpg, /Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/right_2019_04_13_11_08_52_279.jpg, 0, 0, 0, 7.887292E-05
/Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/center_2019_04_13_11_08_52_388.jpg, /Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/left_2019_04_13_11_08_52_388.jpg, /Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/right_2019_04_13_11_08_52_388.jpg, 0, 0, 0, 7.764592E-05
/Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/center_2019_04_13_11_08_52_506.jpg, /Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/left_2019_04_13_11_08_52_506.jpg, /Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/right_2019_04_13_11_08_52_506.jpg, 0, 0, 0, 7.817458E-05
/Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/center_2019_04_13_11_08_52_618.jpg, /Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/left_2019_04_13_11_08_52_618.jpg, /Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/right_2019_04_13_11_08_52_618.jpg, 0, 0, 0, 7.813378E-05
/Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/center_2019_04_13_11_08_52_719.jpg, /Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/left_2019_04_13_11_08_52_719.jpg, /Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/right_2019_04_13_11_08_52_719.jpg, 0, 0, 0, 7.824367E-05
/Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/center_2019_04_13_11_08_52_836.jpg, /Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/left_2019_04_13_11_08_52_836.jpg, /Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/right_2019_04_13_11_08_52_836.jpg, 0, 0.348567, 0, 0.2856068
/Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/center_2019_04_13_11_08_52_953.jpg, /Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/left_2019_04_13_11_08_52_953.jpg, /Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/right_2019_04_13_11_08_52_953.jpg, 0, 0.6995702, 0, 1.029832
/Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/center_2019_04_13_11_08_53_056.jpg, /Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/left_2019_04_13_11_08_53_056.jpg, /Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/right_2019_04_13_11_08_53_056.jpg, -0.2846818, 0.984252, 0, 2.055023
/Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/center_2019_04_13_11_08_53_169.jpg, /Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/left_2019_04_13_11_08_53_169.jpg, /Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/right_2019_04_13_11_08_53_169.jpg, 0, 1, 0, 3.449501
/Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/center_2019_04_13_11_08_53_284.jpg, /Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/left_2019_04_13_11_08_53_284.jpg, /Users/piotrmontewka/Desktop/MAGISTERKA/data/IMG/right_2019_04_13_11_08_53_284.jpg, -0.05186713, 1, 0, 4.855097
